year_month,Series ID_x,CPI,Series ID_y,PPI
2001/05,CUUR0000SEFG,194.6,PCU3117103117105,109.9
2001/06,CUUR0000SEFG,191.5,PCU3117103117105,114.6
2001/07,CUUR0000SEFG,191.0,PCU3117103117105,116.3
2001/08,CUUR0000SEFG,189.7,PCU3117103117105,117.0
2001/09,CUUR0000SEFG,189.1,PCU3117103117105,114.4
2001/10,CUUR0000SEFG,189.5,PCU3117103117105,114.2
2001/11,CUUR0000SEFG,189.2,PCU3117103117105,113.7
2001/12,CUUR0000SEFG,189.4,PCU3117103117105,113.5
2002/01,CUUR0000SEFG,189.2,PCU3117103117105,113.1
2002/02,CUUR0000SEFG,186.0,PCU3117103117105,112.3
2002/03,CUUR0000SEFG,185.6,PCU3117103117105,112.1
2002/04,CUUR0000SEFG,189.2,PCU3117103117105,114.0
2002/05,CUUR0000SEFG,191.0,PCU3117103117105,113.5
2002/06,CUUR0000SEFG,188.1,PCU3117103117105,113.3
2002/07,CUUR0000SEFG,191.2,PCU3117103117105,113.1
2002/08,CUUR0000SEFG,187.2,PCU3117103117105,113.1
2002/09,CUUR0000SEFG,186.9,PCU3117103117105,112.5
2002/10,CUUR0000SEFG,187.4,PCU3117103117105,112.5
2002/11,CUUR0000SEFG,187.4,PCU3117103117105,112.7
2002/12,CUUR0000SEFG,187.4,PCU3117103117105,112.4
2003/01,CUUR0000SEFG,187.8,PCU3117103117105,112.1
2003/02,CUUR0000SEFG,189.4,PCU3117103117105,111.9
2003/03,CUUR0000SEFG,186.8,PCU3117103117105,111.8
2003/04,CUUR0000SEFG,187.3,PCU3117103117105,111.8
2003/05,CUUR0000SEFG,189.6,PCU3117103117105,111.8
2003/06,CUUR0000SEFG,191.2,PCU3117103117105,111.4
2003/07,CUUR0000SEFG,189.5,PCU3117103117105,111.2
2003/08,CUUR0000SEFG,191.8,PCU3117103117105,111.6
2003/09,CUUR0000SEFG,191.0,PCU3117103117105,112.1
2003/10,CUUR0000SEFG,190.5,PCU3117103117105,113.5
2003/11,CUUR0000SEFG,192.5,PCU3117103117105,114.0
2003/12,CUUR0000SEFG,192.5,PCU3117103117105,113.7
2004/01,CUUR0000SEFG,194.1,PCU3117103117105,113.4
2004/02,CUUR0000SEFG,193.2,PCU3117103117105,113.4
2004/03,CUUR0000SEFG,190.6,PCU3117103117105,114.1
2004/04,CUUR0000SEFG,192.8,PCU3117103117105,113.8
2004/05,CUUR0000SEFG,193.9,PCU3117103117105,113.4
2004/06,CUUR0000SEFG,193.4,PCU3117103117105,121.1
2004/07,CUUR0000SEFG,195.6,PCU3117103117105,119.0
2004/08,CUUR0000SEFG,194.1,PCU3117103117105,119.4
2004/09,CUUR0000SEFG,195.1,PCU3117103117105,119.1
2004/10,CUUR0000SEFG,195.8,PCU3117103117105,119.7
2004/11,CUUR0000SEFG,196.5,PCU3117103117105,120.7
2004/12,CUUR0000SEFG,196.9,PCU3117103117105,119.6
2005/01,CUUR0000SEFG,199.4,PCU3117103117105,119.2
2005/02,CUUR0000SEFG,196.9,PCU3117103117105,119.2
2005/03,CUUR0000SEFG,196.2,PCU3117103117105,119.0
2005/04,CUUR0000SEFG,199.4,PCU3117103117105,116.5
2005/05,CUUR0000SEFG,198.6,PCU3117103117105,116.5
2005/06,CUUR0000SEFG,199.5,PCU3117103117105,116.5
2005/07,CUUR0000SEFG,199.7,PCU3117103117105,116.5
2005/08,CUUR0000SEFG,200.4,PCU3117103117105,116.2
2005/09,CUUR0000SEFG,200.4,PCU3117103117105,116.2
2005/10,CUUR0000SEFG,202.0,PCU3117103117105,116.9
2005/11,CUUR0000SEFG,204.1,PCU3117103117105,117.6
2005/12,CUUR0000SEFG,204.4,PCU3117103117105,117.0
2006/01,CUUR0000SEFG,206.3,PCU3117103117105,117.2
2006/02,CUUR0000SEFG,206.1,PCU3117103117105,117.2
2006/03,CUUR0000SEFG,205.2,PCU3117103117105,117.5
2006/04,CUUR0000SEFG,206.4,PCU3117103117105,117.5
2006/05,CUUR0000SEFG,208.1,PCU3117103117105,119.4
2006/06,CUUR0000SEFG,210.2,PCU3117103117105,125.0
2006/07,CUUR0000SEFG,208.7,PCU3117103117105,123.4
2006/08,CUUR0000SEFG,212.3,PCU3117103117105,121.9
2006/09,CUUR0000SEFG,213.7,PCU3117103117105,123.5
2006/10,CUUR0000SEFG,213.7,PCU3117103117105,125.1
2006/11,CUUR0000SEFG,211.8,PCU3117103117105,126.2
2006/12,CUUR0000SEFG,211.6,PCU3117103117105,127.2
2007/01,CUUR0000SEFG,214.642,PCU3117103117105,127.1
2007/02,CUUR0000SEFG,215.407,PCU3117103117105,126.7
2007/03,CUUR0000SEFG,214.915,PCU3117103117105,126.1
2007/04,CUUR0000SEFG,218.301,PCU3117103117105,125.7
2007/05,CUUR0000SEFG,220.692,PCU3117103117105,126.2
2007/06,CUUR0000SEFG,221.255,PCU3117103117105,126.0
2007/07,CUUR0000SEFG,219.28,PCU3117103117105,126.9
2007/08,CUUR0000SEFG,219.887,PCU3117103117105,127.0
2007/09,CUUR0000SEFG,219.626,PCU3117103117105,125.1
2007/10,CUUR0000SEFG,222.125,PCU3117103117105,125.3
2007/11,CUUR0000SEFG,221.275,PCU3117103117105,125.3
2007/12,CUUR0000SEFG,221.633,PCU3117103117105,125.4
2008/01,CUUR0000SEFG,223.529,PCU3117103117105,125.4
2008/02,CUUR0000SEFG,223.682,PCU3117103117105,125.4
2008/03,CUUR0000SEFG,222.2,PCU3117103117105,125.8
2008/04,CUUR0000SEFG,228.053,PCU3117103117105,125.6
2008/05,CUUR0000SEFG,230.082,PCU3117103117105,126.0
2008/06,CUUR0000SEFG,232.428,PCU3117103117105,127.3
2008/07,CUUR0000SEFG,233.597,PCU3117103117105,128.8
2008/08,CUUR0000SEFG,236.81,PCU3117103117105,134.4
2008/09,CUUR0000SEFG,238.281,PCU3117103117105,135.5
2008/10,CUUR0000SEFG,239.933,PCU3117103117105,135.8
2008/11,CUUR0000SEFG,238.113,PCU3117103117105,136.5
2008/12,CUUR0000SEFG,238.759,PCU3117103117105,137.3
2009/01,CUUR0000SEFG,241.085,PCU3117103117105,140.1
2009/02,CUUR0000SEFG,239.616,PCU3117103117105,139.8
2009/03,CUUR0000SEFG,239.12,PCU3117103117105,144.5
2009/04,CUUR0000SEFG,240.019,PCU3117103117105,144.8
2009/05,CUUR0000SEFG,242.324,PCU3117103117105,145.3
2009/06,CUUR0000SEFG,243.359,PCU3117103117105,144.2
2009/07,CUUR0000SEFG,243.952,PCU3117103117105,144.9
2009/08,CUUR0000SEFG,242.022,PCU3117103117105,146.7
2009/09,CUUR0000SEFG,240.539,PCU3117103117105,146.4
2009/10,CUUR0000SEFG,236.884,PCU3117103117105,145.3
2009/11,CUUR0000SEFG,239.085,PCU3117103117105,145.7
2009/12,CUUR0000SEFG,238.671,PCU3117103117105,145.6
2010/01,CUUR0000SEFG,242.194,PCU3117103117105,146.0
2010/02,CUUR0000SEFG,237.881,PCU3117103117105,146.3
2010/03,CUUR0000SEFG,236.327,PCU3117103117105,146.4
2010/04,CUUR0000SEFG,240.577,PCU3117103117105,148.0
2010/05,CUUR0000SEFG,241.432,PCU3117103117105,148.1
2010/06,CUUR0000SEFG,243.969,PCU3117103117105,149.1
2010/07,CUUR0000SEFG,245.228,PCU3117103117105,149.3
2010/08,CUUR0000SEFG,243.222,PCU3117103117105,150.0
2010/09,CUUR0000SEFG,244.47,PCU3117103117105,150.5
2010/10,CUUR0000SEFG,245.581,PCU3117103117105,150.5
2010/11,CUUR0000SEFG,249.137,PCU3117103117105,150.5
2010/12,CUUR0000SEFG,248.725,PCU3117103117105,151.0
2011/01,CUUR0000SEFG,251.13,PCU3117103117105,150.8
2011/02,CUUR0000SEFG,252.814,PCU3117103117105,150.8
2011/03,CUUR0000SEFG,254.447,PCU3117103117105,151.4
2011/04,CUUR0000SEFG,256.495,PCU3117103117105,151.9
2011/05,CUUR0000SEFG,262.166,PCU3117103117105,154.9
2011/06,CUUR0000SEFG,263.994,PCU3117103117105,154.8
2011/07,CUUR0000SEFG,264.528,PCU3117103117105,155.1
2011/08,CUUR0000SEFG,263.376,PCU3117103117105,156.1
2011/09,CUUR0000SEFG,264.307,PCU3117103117105,157.3
2011/10,CUUR0000SEFG,263.1,PCU3117103117105,159.6
2011/11,CUUR0000SEFG,263.881,PCU3117103117105,168.1
2011/12,CUUR0000SEFG,265.682,PCU3117103117105,168.0
2012/01,CUUR0000SEFG,266.694,PCU3117103117105,168.7
2012/02,CUUR0000SEFG,262.899,PCU3117103117105,169.1
2012/03,CUUR0000SEFG,264.372,PCU3117103117105,168.9
2012/04,CUUR0000SEFG,268.063,PCU3117103117105,169.2
2012/05,CUUR0000SEFG,267.046,PCU3117103117105,169.6
2012/06,CUUR0000SEFG,268.247,PCU3117103117105,170.2
2012/07,CUUR0000SEFG,268.78,PCU3117103117105,171.0
2012/08,CUUR0000SEFG,266.92,PCU3117103117105,171.9
2012/09,CUUR0000SEFG,267.697,PCU3117103117105,170.6
2012/10,CUUR0000SEFG,266.768,PCU3117103117105,178.3
2012/11,CUUR0000SEFG,266.862,PCU3117103117105,179.6
2012/12,CUUR0000SEFG,265.475,PCU3117103117105,179.7
2013/01,CUUR0000SEFG,267.671,PCU3117103117105,180.1
2013/02,CUUR0000SEFG,264.262,PCU3117103117105,180.2
2013/03,CUUR0000SEFG,266.075,PCU3117103117105,180.3
2013/04,CUUR0000SEFG,274.095,PCU3117103117105,180.7
2013/05,CUUR0000SEFG,271.585,PCU3117103117105,180.5
2013/06,CUUR0000SEFG,272.462,PCU3117103117105,180.6
2013/07,CUUR0000SEFG,273.497,PCU3117103117105,180.6
2013/08,CUUR0000SEFG,274.953,PCU3117103117105,182.4
2013/09,CUUR0000SEFG,277.198,PCU3117103117105,180.9
2013/10,CUUR0000SEFG,280.198,PCU3117103117105,181.0
2013/11,CUUR0000SEFG,279.388,PCU3117103117105,181.4
2013/12,CUUR0000SEFG,277.682,PCU3117103117105,181.4
2014/01,CUUR0000SEFG,283.814,PCU3117103117105,180.2
2014/02,CUUR0000SEFG,283.29,PCU3117103117105,181.6
2014/03,CUUR0000SEFG,281.825,PCU3117103117105,181.4
2014/04,CUUR0000SEFG,285.621,PCU3117103117105,180.1
2014/05,CUUR0000SEFG,290.998,PCU3117103117105,179.6
2014/06,CUUR0000SEFG,291.999,PCU3117103117105,179.3
2014/07,CUUR0000SEFG,292.032,PCU3117103117105,173.9
2014/08,CUUR0000SEFG,292.118,PCU3117103117105,173.8
2014/09,CUUR0000SEFG,294.159,PCU3117103117105,166.1
2014/10,CUUR0000SEFG,290.83,PCU3117103117105,173.3
2014/11,CUUR0000SEFG,291.81,PCU3117103117105,170.7
2014/12,CUUR0000SEFG,289.586,PCU3117103117105,170.4
2015/01,CUUR0000SEFG,290.187,PCU3117103117105,178.3
2015/02,CUUR0000SEFG,287.652,PCU3117103117105,165.2
2015/03,CUUR0000SEFG,287.739,PCU3117103117105,169.0
2015/04,CUUR0000SEFG,291.137,PCU3117103117105,170.7
2015/05,CUUR0000SEFG,288.711,PCU3117103117105,168.5
2015/06,CUUR0000SEFG,286.469,PCU3117103117105,167.4
2015/07,CUUR0000SEFG,285.588,PCU3117103117105,168.7
2015/08,CUUR0000SEFG,287.811,PCU3117103117105,167.8
2015/09,CUUR0000SEFG,285.988,PCU3117103117105,164.2
2015/10,CUUR0000SEFG,281.766,PCU3117103117105,164.8
2015/11,CUUR0000SEFG,282.827,PCU3117103117105,163.1
2015/12,CUUR0000SEFG,279.822,PCU3117103117105,163.9
2016/01,CUUR0000SEFG,282.355,PCU3117103117105,158.1
2016/02,CUUR0000SEFG,277.929,PCU3117103117105,157.2
2016/03,CUUR0000SEFG,279.872,PCU3117103117105,155.7
2016/04,CUUR0000SEFG,286.621,PCU3117103117105,158.8
2016/05,CUUR0000SEFG,285.239,PCU3117103117105,158.5
2016/06,CUUR0000SEFG,285.941,PCU3117103117105,157.4
2016/07,CUUR0000SEFG,286.165,PCU3117103117105,158.2
2016/08,CUUR0000SEFG,284.914,PCU3117103117105,159.8
2016/09,CUUR0000SEFG,287.865,PCU3117103117105,168.0
2016/10,CUUR0000SEFG,284.04,PCU3117103117105,169.2
2016/11,CUUR0000SEFG,285.802,PCU3117103117105,169.4
2016/12,CUUR0000SEFG,284.052,PCU3117103117105,176.1
2017/01,CUUR0000SEFG,285.501,PCU3117103117105,179.5
2017/02,CUUR0000SEFG,287.281,PCU3117103117105,176.2
2017/03,CUUR0000SEFG,284.543,PCU3117103117105,192.9
2017/04,CUUR0000SEFG,283.879,PCU3117103117105,192.8
2017/05,CUUR0000SEFG,288.43,PCU3117103117105,192.9
2017/06,CUUR0000SEFG,289.78,PCU3117103117105,192.2
2017/07,CUUR0000SEFG,288.966,PCU3117103117105,191.8
2017/08,CUUR0000SEFG,288.424,PCU3117103117105,193.2
2017/09,CUUR0000SEFG,287.94,PCU3117103117105,202.6
2017/10,CUUR0000SEFG,288.016,PCU3117103117105,204.4
2017/11,CUUR0000SEFG,290.402,PCU3117103117105,200.9
2017/12,CUUR0000SEFG,288.952,PCU3117103117105,200.1
2018/01,CUUR0000SEFG,289.064,PCU3117103117105,203.6
2018/02,CUUR0000SEFG,285.678,PCU3117103117105,203.3
2018/03,CUUR0000SEFG,289.436,PCU3117103117105,203.6
2018/04,CUUR0000SEFG,294.618,PCU3117103117105,203.3
2018/05,CUUR0000SEFG,292.439,PCU3117103117105,195.2
2018/06,CUUR0000SEFG,293.934,PCU3117103117105,195.6
2018/07,CUUR0000SEFG,293.656,PCU3117103117105,197.6
2018/08,CUUR0000SEFG,297.855,PCU3117103117105,209.2
2018/09,CUUR0000SEFG,295.797,PCU3117103117105,247.9
2018/10,CUUR0000SEFG,296.172,PCU3117103117105,228.5
2018/11,CUUR0000SEFG,298.392,PCU3117103117105,233.8
2018/12,CUUR0000SEFG,298.167,PCU3117103117105,229.3
2019/01,CUUR0000SEFG,299.646,PCU3117103117105,231.2
2019/02,CUUR0000SEFG,298.35,PCU3117103117105,232.7
2019/03,CUUR0000SEFG,297.251,PCU3117103117105,232.8
2019/04,CUUR0000SEFG,298.33,PCU3117103117105,232.9
2019/05,CUUR0000SEFG,301.048,PCU3117103117105,232.7
2019/06,CUUR0000SEFG,298.81,PCU3117103117105,247.4
2019/07,CUUR0000SEFG,298.232,PCU3117103117105,247.9
2019/08,CUUR0000SEFG,298.622,PCU3117103117105,252.2
2019/09,CUUR0000SEFG,297.023,PCU3117103117105,254.0
2019/10,CUUR0000SEFG,298.194,PCU3117103117105,253.3
2019/11,CUUR0000SEFG,298.291,PCU3117103117105,253.5
2019/12,CUUR0000SEFG,298.123,PCU3117103117105,255.1
2020/01,CUUR0000SEFG,300.842,PCU3117103117105,249.5
2020/02,CUUR0000SEFG,298.721,PCU3117103117105,243.2
2020/03,CUUR0000SEFG,297.55,PCU3117103117105,243.5
2020/04,CUUR0000SEFG,311.987,PCU3117103117105,250.5
2020/05,CUUR0000SEFG,313.424,PCU3117103117105,252.1
2020/06,CUUR0000SEFG,310.716,PCU3117103117105,255.5
2020/07,CUUR0000SEFG,308.877,PCU3117103117105,251.1
2020/08,CUUR0000SEFG,309.391,PCU3117103117105,258.1
2020/09,CUUR0000SEFG,310.962,PCU3117103117105,256.8
2020/10,CUUR0000SEFG,310.959,PCU3117103117105,256.4
2020/11,CUUR0000SEFG,312.401,PCU3117103117105,259.8
2020/12,CUUR0000SEFG,312.957,PCU3117103117105,262.3
2021/01,CUUR0000SEFG,313.669,PCU3117103117105,262.3
2021/02,CUUR0000SEFG,312.061,PCU3117103117105,260.9
2021/03,CUUR0000SEFG,312.965,PCU3117103117105,262.8
2021/04,CUUR0000SEFG,313.251,PCU3117103117105,263.3
2021/05,CUUR0000SEFG,319.479,PCU3117103117105,263.7
2021/06,CUUR0000SEFG,324.598,PCU3117103117105,264.2
2021/07,CUUR0000SEFG,329.386,PCU3117103117105,264.331
2021/08,CUUR0000SEFG,328.899,PCU3117103117105,264.331
2021/09,CUUR0000SEFG,332.906,PCU3117103117105,267.008
2021/10,CUUR0000SEFG,334.283,PCU3117103117105,267.567
2021/11,CUUR0000SEFG,337.47,PCU3117103117105,273.629
2021/12,CUUR0000SEFG,339.321,PCU3117103117105,273.696
2022/01,CUUR0000SEFG,343.868,PCU3117103117105,274.363
2022/02,CUUR0000SEFG,344.518,PCU3117103117105,275.71
2022/03,CUUR0000SEFG,347.215,PCU3117103117105,269.581
2022/04,CUUR0000SEFG,350.492,PCU3117103117105,262.029
2022/05,CUUR0000SEFG,358.446,PCU3117103117105,262.029
2022/06,CUUR0000SEFG,360.244,PCU3117103117105,249.55
2022/07,CUUR0000SEFG,358.193,PCU3117103117105,261.442
2022/08,CUUR0000SEFG,357.561,PCU3117103117105,261.517
2022/09,CUUR0000SEFG,359.5,PCU3117103117105,268.106
2022/10,CUUR0000SEFG,358.913,PCU3117103117105,268.106
2022/11,CUUR0000SEFG,359.506,PCU3117103117105,268.106
2022/12,CUUR0000SEFG,356.452,PCU3117103117105,268.106
2023/01,CUUR0000SEFG,357.719,,
2023/02,CUUR0000SEFG,360.246,,
