Series ID,Year,Period,Label,Value
CUUR0000SEFG,1994,M10,1994 Oct,164.8
CUUR0000SEFG,1994,M11,1994 Nov,167.0
CUUR0000SEFG,1994,M12,1994 Dec,166.9
CUUR0000SEFG,1995,M01,1995 Jan,169.0
CUUR0000SEFG,1995,M02,1995 Feb,170.4
CUUR0000SEFG,1995,M03,1995 Mar,171.2
CUUR0000SEFG,1995,M04,1995 Apr,171.6
CUUR0000SEFG,1995,M05,1995 May,171.9
CUUR0000SEFG,1995,M06,1995 Jun,172.1
CUUR0000SEFG,1995,M07,1995 Jul,170.4
CUUR0000SEFG,1995,M08,1995 Aug,170.9
CUUR0000SEFG,1995,M09,1995 Sep,173.5
CUUR0000SEFG,1995,M10,1995 Oct,173.3
CUUR0000SEFG,1995,M11,1995 Nov,172.9
CUUR0000SEFG,1995,M12,1995 Dec,172.1
CUUR0000SEFG,1996,M01,1996 Jan,174.7
CUUR0000SEFG,1996,M02,1996 Feb,172.1
CUUR0000SEFG,1996,M03,1996 Mar,173.0
CUUR0000SEFG,1996,M04,1996 Apr,172.1
CUUR0000SEFG,1996,M05,1996 May,173.4
CUUR0000SEFG,1996,M06,1996 Jun,173.7
CUUR0000SEFG,1996,M07,1996 Jul,173.0
CUUR0000SEFG,1996,M08,1996 Aug,170.2
CUUR0000SEFG,1996,M09,1996 Sep,171.9
CUUR0000SEFG,1996,M10,1996 Oct,173.5
CUUR0000SEFG,1996,M11,1996 Nov,174.3
CUUR0000SEFG,1996,M12,1996 Dec,175.1
CUUR0000SEFG,1997,M01,1997 Jan,178.6
CUUR0000SEFG,1997,M02,1997 Feb,175.3
CUUR0000SEFG,1997,M03,1997 Mar,178.2
CUUR0000SEFG,1997,M04,1997 Apr,176.9
CUUR0000SEFG,1997,M05,1997 May,176.5
CUUR0000SEFG,1997,M06,1997 Jun,176.6
CUUR0000SEFG,1997,M07,1997 Jul,174.9
CUUR0000SEFG,1997,M08,1997 Aug,177.5
CUUR0000SEFG,1997,M09,1997 Sep,176.5
CUUR0000SEFG,1997,M10,1997 Oct,178.4
CUUR0000SEFG,1997,M11,1997 Nov,178.9
CUUR0000SEFG,1997,M12,1997 Dec,177.2
CUUR0000SEFG,1998,M01,1998 Jan,180.7
CUUR0000SEFG,1998,M02,1998 Feb,180.9
CUUR0000SEFG,1998,M03,1998 Mar,180.3
CUUR0000SEFG,1998,M04,1998 Apr,181.0
CUUR0000SEFG,1998,M05,1998 May,180.9
CUUR0000SEFG,1998,M06,1998 Jun,180.5
CUUR0000SEFG,1998,M07,1998 Jul,181.4
CUUR0000SEFG,1998,M08,1998 Aug,183.5
CUUR0000SEFG,1998,M09,1998 Sep,181.5
CUUR0000SEFG,1998,M10,1998 Oct,183.1
CUUR0000SEFG,1998,M11,1998 Nov,183.1
CUUR0000SEFG,1998,M12,1998 Dec,183.7
CUUR0000SEFG,1999,M01,1999 Jan,183.6
CUUR0000SEFG,1999,M02,1999 Feb,184.3
CUUR0000SEFG,1999,M03,1999 Mar,183.5
CUUR0000SEFG,1999,M04,1999 Apr,185.3
CUUR0000SEFG,1999,M05,1999 May,185.9
CUUR0000SEFG,1999,M06,1999 Jun,184.6
CUUR0000SEFG,1999,M07,1999 Jul,184.4
CUUR0000SEFG,1999,M08,1999 Aug,185.2
CUUR0000SEFG,1999,M09,1999 Sep,184.7
CUUR0000SEFG,1999,M10,1999 Oct,187.3
CUUR0000SEFG,1999,M11,1999 Nov,187.9
CUUR0000SEFG,1999,M12,1999 Dec,186.9
CUUR0000SEFG,2000,M01,2000 Jan,186.0
CUUR0000SEFG,2000,M02,2000 Feb,190.0
CUUR0000SEFG,2000,M03,2000 Mar,189.9
CUUR0000SEFG,2000,M04,2000 Apr,189.8
CUUR0000SEFG,2000,M05,2000 May,192.4
CUUR0000SEFG,2000,M06,2000 Jun,191.9
CUUR0000SEFG,2000,M07,2000 Jul,189.7
CUUR0000SEFG,2000,M08,2000 Aug,190.7
CUUR0000SEFG,2000,M09,2000 Sep,191.9
CUUR0000SEFG,2000,M10,2000 Oct,192.8
CUUR0000SEFG,2000,M11,2000 Nov,189.6
CUUR0000SEFG,2000,M12,2000 Dec,189.5
CUUR0000SEFG,2001,M01,2001 Jan,192.8
CUUR0000SEFG,2001,M02,2001 Feb,193.0
CUUR0000SEFG,2001,M03,2001 Mar,190.7
CUUR0000SEFG,2001,M04,2001 Apr,192.4
CUUR0000SEFG,2001,M05,2001 May,194.6
CUUR0000SEFG,2001,M06,2001 Jun,191.5
CUUR0000SEFG,2001,M07,2001 Jul,191.0
CUUR0000SEFG,2001,M08,2001 Aug,189.7
CUUR0000SEFG,2001,M09,2001 Sep,189.1
CUUR0000SEFG,2001,M10,2001 Oct,189.5
CUUR0000SEFG,2001,M11,2001 Nov,189.2
CUUR0000SEFG,2001,M12,2001 Dec,189.4
CUUR0000SEFG,2002,M01,2002 Jan,189.2
CUUR0000SEFG,2002,M02,2002 Feb,186.0
CUUR0000SEFG,2002,M03,2002 Mar,185.6
CUUR0000SEFG,2002,M04,2002 Apr,189.2
CUUR0000SEFG,2002,M05,2002 May,191.0
CUUR0000SEFG,2002,M06,2002 Jun,188.1
CUUR0000SEFG,2002,M07,2002 Jul,191.2
CUUR0000SEFG,2002,M08,2002 Aug,187.2
CUUR0000SEFG,2002,M09,2002 Sep,186.9
CUUR0000SEFG,2002,M10,2002 Oct,187.4
CUUR0000SEFG,2002,M11,2002 Nov,187.4
CUUR0000SEFG,2002,M12,2002 Dec,187.4
CUUR0000SEFG,2003,M01,2003 Jan,187.8
CUUR0000SEFG,2003,M02,2003 Feb,189.4
CUUR0000SEFG,2003,M03,2003 Mar,186.8
CUUR0000SEFG,2003,M04,2003 Apr,187.3
CUUR0000SEFG,2003,M05,2003 May,189.6
CUUR0000SEFG,2003,M06,2003 Jun,191.2
CUUR0000SEFG,2003,M07,2003 Jul,189.5
CUUR0000SEFG,2003,M08,2003 Aug,191.8
CUUR0000SEFG,2003,M09,2003 Sep,191.0
CUUR0000SEFG,2003,M10,2003 Oct,190.5
CUUR0000SEFG,2003,M11,2003 Nov,192.5
CUUR0000SEFG,2003,M12,2003 Dec,192.5
CUUR0000SEFG,2004,M01,2004 Jan,194.1
CUUR0000SEFG,2004,M02,2004 Feb,193.2
CUUR0000SEFG,2004,M03,2004 Mar,190.6
CUUR0000SEFG,2004,M04,2004 Apr,192.8
CUUR0000SEFG,2004,M05,2004 May,193.9
CUUR0000SEFG,2004,M06,2004 Jun,193.4
CUUR0000SEFG,2004,M07,2004 Jul,195.6
CUUR0000SEFG,2004,M08,2004 Aug,194.1
CUUR0000SEFG,2004,M09,2004 Sep,195.1
CUUR0000SEFG,2004,M10,2004 Oct,195.8
CUUR0000SEFG,2004,M11,2004 Nov,196.5
CUUR0000SEFG,2004,M12,2004 Dec,196.9
CUUR0000SEFG,2005,M01,2005 Jan,199.4
CUUR0000SEFG,2005,M02,2005 Feb,196.9
CUUR0000SEFG,2005,M03,2005 Mar,196.2
CUUR0000SEFG,2005,M04,2005 Apr,199.4
CUUR0000SEFG,2005,M05,2005 May,198.6
CUUR0000SEFG,2005,M06,2005 Jun,199.5
CUUR0000SEFG,2005,M07,2005 Jul,199.7
CUUR0000SEFG,2005,M08,2005 Aug,200.4
CUUR0000SEFG,2005,M09,2005 Sep,200.4
CUUR0000SEFG,2005,M10,2005 Oct,202.0
CUUR0000SEFG,2005,M11,2005 Nov,204.1
CUUR0000SEFG,2005,M12,2005 Dec,204.4
CUUR0000SEFG,2006,M01,2006 Jan,206.3
CUUR0000SEFG,2006,M02,2006 Feb,206.1
CUUR0000SEFG,2006,M03,2006 Mar,205.2
CUUR0000SEFG,2006,M04,2006 Apr,206.4
CUUR0000SEFG,2006,M05,2006 May,208.1
CUUR0000SEFG,2006,M06,2006 Jun,210.2
CUUR0000SEFG,2006,M07,2006 Jul,208.7
CUUR0000SEFG,2006,M08,2006 Aug,212.3
CUUR0000SEFG,2006,M09,2006 Sep,213.7
CUUR0000SEFG,2006,M10,2006 Oct,213.7
CUUR0000SEFG,2006,M11,2006 Nov,211.8
CUUR0000SEFG,2006,M12,2006 Dec,211.6
CUUR0000SEFG,2007,M01,2007 Jan,214.642
CUUR0000SEFG,2007,M02,2007 Feb,215.407
CUUR0000SEFG,2007,M03,2007 Mar,214.915
CUUR0000SEFG,2007,M04,2007 Apr,218.301
CUUR0000SEFG,2007,M05,2007 May,220.692
CUUR0000SEFG,2007,M06,2007 Jun,221.255
CUUR0000SEFG,2007,M07,2007 Jul,219.280
CUUR0000SEFG,2007,M08,2007 Aug,219.887
CUUR0000SEFG,2007,M09,2007 Sep,219.626
CUUR0000SEFG,2007,M10,2007 Oct,222.125
CUUR0000SEFG,2007,M11,2007 Nov,221.275
CUUR0000SEFG,2007,M12,2007 Dec,221.633
CUUR0000SEFG,2008,M01,2008 Jan,223.529
CUUR0000SEFG,2008,M02,2008 Feb,223.682
CUUR0000SEFG,2008,M03,2008 Mar,222.200
CUUR0000SEFG,2008,M04,2008 Apr,228.053
CUUR0000SEFG,2008,M05,2008 May,230.082
CUUR0000SEFG,2008,M06,2008 Jun,232.428
CUUR0000SEFG,2008,M07,2008 Jul,233.597
CUUR0000SEFG,2008,M08,2008 Aug,236.810
CUUR0000SEFG,2008,M09,2008 Sep,238.281
CUUR0000SEFG,2008,M10,2008 Oct,239.933
CUUR0000SEFG,2008,M11,2008 Nov,238.113
CUUR0000SEFG,2008,M12,2008 Dec,238.759
CUUR0000SEFG,2009,M01,2009 Jan,241.085
CUUR0000SEFG,2009,M02,2009 Feb,239.616
CUUR0000SEFG,2009,M03,2009 Mar,239.120
CUUR0000SEFG,2009,M04,2009 Apr,240.019
CUUR0000SEFG,2009,M05,2009 May,242.324
CUUR0000SEFG,2009,M06,2009 Jun,243.359
CUUR0000SEFG,2009,M07,2009 Jul,243.952
CUUR0000SEFG,2009,M08,2009 Aug,242.022
CUUR0000SEFG,2009,M09,2009 Sep,240.539
CUUR0000SEFG,2009,M10,2009 Oct,236.884
CUUR0000SEFG,2009,M11,2009 Nov,239.085
CUUR0000SEFG,2009,M12,2009 Dec,238.671
CUUR0000SEFG,2010,M01,2010 Jan,242.194
CUUR0000SEFG,2010,M02,2010 Feb,237.881
CUUR0000SEFG,2010,M03,2010 Mar,236.327
CUUR0000SEFG,2010,M04,2010 Apr,240.577
CUUR0000SEFG,2010,M05,2010 May,241.432
CUUR0000SEFG,2010,M06,2010 Jun,243.969
CUUR0000SEFG,2010,M07,2010 Jul,245.228
CUUR0000SEFG,2010,M08,2010 Aug,243.222
CUUR0000SEFG,2010,M09,2010 Sep,244.470
CUUR0000SEFG,2010,M10,2010 Oct,245.581
CUUR0000SEFG,2010,M11,2010 Nov,249.137
CUUR0000SEFG,2010,M12,2010 Dec,248.725
CUUR0000SEFG,2011,M01,2011 Jan,251.130
CUUR0000SEFG,2011,M02,2011 Feb,252.814
CUUR0000SEFG,2011,M03,2011 Mar,254.447
CUUR0000SEFG,2011,M04,2011 Apr,256.495
CUUR0000SEFG,2011,M05,2011 May,262.166
CUUR0000SEFG,2011,M06,2011 Jun,263.994
CUUR0000SEFG,2011,M07,2011 Jul,264.528
CUUR0000SEFG,2011,M08,2011 Aug,263.376
CUUR0000SEFG,2011,M09,2011 Sep,264.307
CUUR0000SEFG,2011,M10,2011 Oct,263.100
CUUR0000SEFG,2011,M11,2011 Nov,263.881
CUUR0000SEFG,2011,M12,2011 Dec,265.682
CUUR0000SEFG,2012,M01,2012 Jan,266.694
CUUR0000SEFG,2012,M02,2012 Feb,262.899
CUUR0000SEFG,2012,M03,2012 Mar,264.372
CUUR0000SEFG,2012,M04,2012 Apr,268.063
CUUR0000SEFG,2012,M05,2012 May,267.046
CUUR0000SEFG,2012,M06,2012 Jun,268.247
CUUR0000SEFG,2012,M07,2012 Jul,268.780
CUUR0000SEFG,2012,M08,2012 Aug,266.920
CUUR0000SEFG,2012,M09,2012 Sep,267.697
CUUR0000SEFG,2012,M10,2012 Oct,266.768
CUUR0000SEFG,2012,M11,2012 Nov,266.862
CUUR0000SEFG,2012,M12,2012 Dec,265.475
CUUR0000SEFG,2013,M01,2013 Jan,267.671
CUUR0000SEFG,2013,M02,2013 Feb,264.262
CUUR0000SEFG,2013,M03,2013 Mar,266.075
CUUR0000SEFG,2013,M04,2013 Apr,274.095
CUUR0000SEFG,2013,M05,2013 May,271.585
CUUR0000SEFG,2013,M06,2013 Jun,272.462
CUUR0000SEFG,2013,M07,2013 Jul,273.497
CUUR0000SEFG,2013,M08,2013 Aug,274.953
CUUR0000SEFG,2013,M09,2013 Sep,277.198
CUUR0000SEFG,2013,M10,2013 Oct,280.198
CUUR0000SEFG,2013,M11,2013 Nov,279.388
CUUR0000SEFG,2013,M12,2013 Dec,277.682
CUUR0000SEFG,2014,M01,2014 Jan,283.814
CUUR0000SEFG,2014,M02,2014 Feb,283.290
CUUR0000SEFG,2014,M03,2014 Mar,281.825
CUUR0000SEFG,2014,M04,2014 Apr,285.621
CUUR0000SEFG,2014,M05,2014 May,290.998
CUUR0000SEFG,2014,M06,2014 Jun,291.999
CUUR0000SEFG,2014,M07,2014 Jul,292.032
CUUR0000SEFG,2014,M08,2014 Aug,292.118
CUUR0000SEFG,2014,M09,2014 Sep,294.159
CUUR0000SEFG,2014,M10,2014 Oct,290.830
CUUR0000SEFG,2014,M11,2014 Nov,291.810
CUUR0000SEFG,2014,M12,2014 Dec,289.586
CUUR0000SEFG,2015,M01,2015 Jan,290.187
CUUR0000SEFG,2015,M02,2015 Feb,287.652
CUUR0000SEFG,2015,M03,2015 Mar,287.739
CUUR0000SEFG,2015,M04,2015 Apr,291.137
CUUR0000SEFG,2015,M05,2015 May,288.711
CUUR0000SEFG,2015,M06,2015 Jun,286.469
CUUR0000SEFG,2015,M07,2015 Jul,285.588
CUUR0000SEFG,2015,M08,2015 Aug,287.811
CUUR0000SEFG,2015,M09,2015 Sep,285.988
CUUR0000SEFG,2015,M10,2015 Oct,281.766
CUUR0000SEFG,2015,M11,2015 Nov,282.827
CUUR0000SEFG,2015,M12,2015 Dec,279.822
CUUR0000SEFG,2016,M01,2016 Jan,282.355
CUUR0000SEFG,2016,M02,2016 Feb,277.929
CUUR0000SEFG,2016,M03,2016 Mar,279.872
CUUR0000SEFG,2016,M04,2016 Apr,286.621
CUUR0000SEFG,2016,M05,2016 May,285.239
CUUR0000SEFG,2016,M06,2016 Jun,285.941
CUUR0000SEFG,2016,M07,2016 Jul,286.165
CUUR0000SEFG,2016,M08,2016 Aug,284.914
CUUR0000SEFG,2016,M09,2016 Sep,287.865
CUUR0000SEFG,2016,M10,2016 Oct,284.040
CUUR0000SEFG,2016,M11,2016 Nov,285.802
CUUR0000SEFG,2016,M12,2016 Dec,284.052
CUUR0000SEFG,2017,M01,2017 Jan,285.501
CUUR0000SEFG,2017,M02,2017 Feb,287.281
CUUR0000SEFG,2017,M03,2017 Mar,284.543
CUUR0000SEFG,2017,M04,2017 Apr,283.879
CUUR0000SEFG,2017,M05,2017 May,288.430
CUUR0000SEFG,2017,M06,2017 Jun,289.780
CUUR0000SEFG,2017,M07,2017 Jul,288.966
CUUR0000SEFG,2017,M08,2017 Aug,288.424
CUUR0000SEFG,2017,M09,2017 Sep,287.940
CUUR0000SEFG,2017,M10,2017 Oct,288.016
CUUR0000SEFG,2017,M11,2017 Nov,290.402
CUUR0000SEFG,2017,M12,2017 Dec,288.952
CUUR0000SEFG,2018,M01,2018 Jan,289.064
CUUR0000SEFG,2018,M02,2018 Feb,285.678
CUUR0000SEFG,2018,M03,2018 Mar,289.436
CUUR0000SEFG,2018,M04,2018 Apr,294.618
CUUR0000SEFG,2018,M05,2018 May,292.439
CUUR0000SEFG,2018,M06,2018 Jun,293.934
CUUR0000SEFG,2018,M07,2018 Jul,293.656
CUUR0000SEFG,2018,M08,2018 Aug,297.855
CUUR0000SEFG,2018,M09,2018 Sep,295.797
CUUR0000SEFG,2018,M10,2018 Oct,296.172
CUUR0000SEFG,2018,M11,2018 Nov,298.392
CUUR0000SEFG,2018,M12,2018 Dec,298.167
CUUR0000SEFG,2019,M01,2019 Jan,299.646
CUUR0000SEFG,2019,M02,2019 Feb,298.350
CUUR0000SEFG,2019,M03,2019 Mar,297.251
CUUR0000SEFG,2019,M04,2019 Apr,298.330
CUUR0000SEFG,2019,M05,2019 May,301.048
CUUR0000SEFG,2019,M06,2019 Jun,298.810
CUUR0000SEFG,2019,M07,2019 Jul,298.232
CUUR0000SEFG,2019,M08,2019 Aug,298.622
CUUR0000SEFG,2019,M09,2019 Sep,297.023
CUUR0000SEFG,2019,M10,2019 Oct,298.194
CUUR0000SEFG,2019,M11,2019 Nov,298.291
CUUR0000SEFG,2019,M12,2019 Dec,298.123
CUUR0000SEFG,2020,M01,2020 Jan,300.842
CUUR0000SEFG,2020,M02,2020 Feb,298.721
CUUR0000SEFG,2020,M03,2020 Mar,297.550
CUUR0000SEFG,2020,M04,2020 Apr,311.987
CUUR0000SEFG,2020,M05,2020 May,313.424
CUUR0000SEFG,2020,M06,2020 Jun,310.716
CUUR0000SEFG,2020,M07,2020 Jul,308.877
CUUR0000SEFG,2020,M08,2020 Aug,309.391
CUUR0000SEFG,2020,M09,2020 Sep,310.962
CUUR0000SEFG,2020,M10,2020 Oct,310.959
CUUR0000SEFG,2020,M11,2020 Nov,312.401
CUUR0000SEFG,2020,M12,2020 Dec,312.957
CUUR0000SEFG,2021,M01,2021 Jan,313.669
CUUR0000SEFG,2021,M02,2021 Feb,312.061
CUUR0000SEFG,2021,M03,2021 Mar,312.965
CUUR0000SEFG,2021,M04,2021 Apr,313.251
CUUR0000SEFG,2021,M05,2021 May,319.479
CUUR0000SEFG,2021,M06,2021 Jun,324.598
CUUR0000SEFG,2021,M07,2021 Jul,329.386
CUUR0000SEFG,2021,M08,2021 Aug,328.899
CUUR0000SEFG,2021,M09,2021 Sep,332.906
CUUR0000SEFG,2021,M10,2021 Oct,334.283
CUUR0000SEFG,2021,M11,2021 Nov,337.470
CUUR0000SEFG,2021,M12,2021 Dec,339.321
CUUR0000SEFG,2022,M01,2022 Jan,343.868
CUUR0000SEFG,2022,M02,2022 Feb,344.518
CUUR0000SEFG,2022,M03,2022 Mar,347.215
CUUR0000SEFG,2022,M04,2022 Apr,350.492
CUUR0000SEFG,2022,M05,2022 May,358.446
CUUR0000SEFG,2022,M06,2022 Jun,360.244
CUUR0000SEFG,2022,M07,2022 Jul,358.193
CUUR0000SEFG,2022,M08,2022 Aug,357.561
CUUR0000SEFG,2022,M09,2022 Sep,359.500
CUUR0000SEFG,2022,M10,2022 Oct,358.913
CUUR0000SEFG,2022,M11,2022 Nov,359.506
CUUR0000SEFG,2022,M12,2022 Dec,356.452
CUUR0000SEFG,2023,M01,2023 Jan,357.719
CUUR0000SEFG,2023,M02,2023 Feb,360.246
